prompt,Payment ID
"Payment PAYMENT-000426 of ₹9878 from account XXXXXXXX8569 was processed on 2025-07-19 with Dual validation.
First validation completed on 20250718 with outcome: PASSED.
Second validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000426
"Payment PAYMENT-000427 of ₹7851 from account XXXXXXXX3616 was processed on 2025-07-14 with Dual validation.
First validation completed on 20250713 with outcome: PASSED.
Second validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000427
"Payment PAYMENT-000428 of ₹4183 from account XXXXXXXX1547 was processed on 2025-06-13 with Single validation.
First validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000428
"Payment PAYMENT-000429 of ₹7157 from account XXXXXXXX2598 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250621 with outcome: PASSED.
Second validation completed on 20250620 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000429
"Payment PAYMENT-000430 of ₹169 from account XXXXXXXX7445 was processed on 2025-07-25 with Single validation.
First validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000430
"Payment PAYMENT-000431 of ₹1131 from account XXXXXXXX8057 was processed on 2025-07-05 with Single validation.
First validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000431
"Payment PAYMENT-000432 of ₹8615 from account XXXXXXXX2676 was processed on 2025-07-23 with Dual validation.
First validation completed on 20250721 with outcome: PASSED.
Second validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000432
"Payment PAYMENT-000433 of ₹6386 from account XXXXXXXX1744 was processed on 2025-07-18 with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000433
"Payment PAYMENT-000434 of ₹4349 from account XXXXXXXX2966 was processed on 2025-06-11 with Single validation.
First validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000434
"Payment PAYMENT-000435 of ₹9980 from account XXXXXXXX7653 was processed on 2025-07-23 with Dual validation.
First validation completed on 20250722 with outcome: PASSED.
Second validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000435
"Payment PAYMENT-000436 of ₹5021 from account XXXXXXXX9533 was processed on 2025-06-17 with Dual validation.
First validation completed on 20250612 with outcome: PASSED.
Second validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000436
"Payment PAYMENT-000437 of ₹3873 from account XXXXXXXX2194 was processed on 2025-07-30 with Single validation.
First validation completed on 20250728 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000437
"Payment PAYMENT-000438 of ₹2917 from account XXXXXXXX1316 was processed on 2025-07-19 with Single validation.
First validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000438
"Payment PAYMENT-000439 of ₹7335 from account XXXXXXXX7685 was processed on 2025-07-21 with Dual validation.
First validation completed on 20250719 with outcome: PASSED.
Second validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000439
"Payment PAYMENT-000440 of ₹4333 from account XXXXXXXX1393 was processed on 2025-06-13 with Single validation.
First validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000440
"Payment PAYMENT-000441 of ₹6073 from account XXXXXXXX9356 was processed on 2025-06-20 with Dual validation.
First validation completed on 20250617 with outcome: PASSED.
Second validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000441
"Payment PAYMENT-000442 of ₹7459 from account XXXXXXXX5444 was processed on 2025-07-19 with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250711 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000442
"Payment PAYMENT-000443 of ₹3535 from account XXXXXXXX2497 was processed on 2025-06-12 with Single validation.
First validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000443
"Payment PAYMENT-000444 of ₹706 from account XXXXXXXX5229 was processed on 2025-07-11 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000444
"Payment PAYMENT-000445 of ₹9514 from account XXXXXXXX8182 was processed on 2025-07-03 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000445
"Payment PAYMENT-000446 of ₹1634 from account XXXXXXXX8205 was processed on 2025-07-18 with Single validation.
First validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000446
"Payment PAYMENT-000447 of ₹7441 from account XXXXXXXX8517 was processed on 2025-06-12 with Single validation.
First validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000447
"Payment PAYMENT-000448 of ₹5467 from account XXXXXXXX2598 was processed on 2025-07-23 with Dual validation.
First validation completed on 20250722 with outcome: PASSED.
Second validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000448
"Payment PAYMENT-000449 of ₹331 from account XXXXXXXX8424 was processed on 2025-07-06 with Single validation.
First validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000449
"Payment PAYMENT-000450 of ₹2547 from account XXXXXXXX7220 was processed on 2025-07-24 with Single validation.
First validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000450
"Payment PAYMENT-000451 of ₹1165 from account XXXXXXXX6394 was processed on 2025-06-18 with Single validation.
First validation completed on 20250614 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000451
"Payment PAYMENT-000452 of ₹5942 from account XXXXXXXX7159 was processed on 2025-07-15 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000452
"Payment PAYMENT-000453 of ₹7140 from account XXXXXXXX2909 was processed on 2025-07-20 with Dual validation.
First validation completed on 20250716 with outcome: FAILED.
Second validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000453
"Payment PAYMENT-000454 of ₹6812 from account XXXXXXXX2771 was processed on 2025-07-17 with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000454
"Payment PAYMENT-000455 of ₹2673 from account XXXXXXXX3746 was processed on 2025-06-26 with Single validation.
First validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000455
"Payment PAYMENT-000456 of ₹1906 from account XXXXXXXX4639 was processed on 2025-06-05 with Single validation.
First validation completed on 20250601 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000456
"Payment PAYMENT-000457 of ₹2187 from account XXXXXXXX5755 was processed on 2025-07-02 with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000457
"Payment PAYMENT-000458 of ₹3695 from account XXXXXXXX9612 was processed on 2025-06-28 with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000458
"Payment PAYMENT-000459 of ₹306 from account XXXXXXXX9736 was processed on 2025-06-16 with Single validation.
First validation completed on 20250612 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000459
"Payment PAYMENT-000460 of ₹1243 from account XXXXXXXX4696 was processed on 2025-07-11 with Single validation.
First validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000460
"Payment PAYMENT-000461 of ₹2172 from account XXXXXXXX6509 was processed on 2025-06-28 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000461
"Payment PAYMENT-000462 of ₹8918 from account XXXXXXXX4830 was processed on 2025-07-04 with Dual validation.
First validation completed on 20250703 with outcome: PASSED.
Second validation completed on 20250701 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000462
"Payment PAYMENT-000463 of ₹6768 from account XXXXXXXX4682 was processed on 2025-07-29 with Dual validation.
First validation completed on 20250728 with outcome: PASSED.
Second validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000463
"Payment PAYMENT-000464 of ₹2246 from account XXXXXXXX4026 was processed on 2025-06-10 with Single validation.
First validation completed on 20250608 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000464
"Payment PAYMENT-000465 of ₹7332 from account XXXXXXXX4878 was processed on 2025-07-27 with Dual validation.
First validation completed on 20250724 with outcome: PASSED.
Second validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000465
"Payment PAYMENT-000466 of ₹2448 from account XXXXXXXX7810 was processed on 2025-07-13 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000466
"Payment PAYMENT-000467 of ₹2529 from account XXXXXXXX3646 was processed on 2025-07-07 with Single validation.
First validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000467
"Payment PAYMENT-000468 of ₹7909 from account XXXXXXXX7919 was processed on 2025-07-18 with Dual validation.
First validation completed on 20250716 with outcome: PASSED.
Second validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000468
"Payment PAYMENT-000469 of ₹1933 from account XXXXXXXX2295 was processed on 2025-06-04 with Single validation.
First validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000469
"Payment PAYMENT-000470 of ₹8897 from account XXXXXXXX8994 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250721 with outcome: PASSED.
Second validation completed on 20250720 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000470
"Payment PAYMENT-000471 of ₹6387 from account XXXXXXXX2915 was processed on 2025-07-14 with Dual validation.
First validation completed on 20250712 with outcome: PASSED.
Second validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000471
"Payment PAYMENT-000472 of ₹6995 from account XXXXXXXX6278 was processed on 2025-06-01 with Dual validation.
First validation completed on 20250530 with outcome: PASSED.
Second validation completed on 20250527 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000472
"Payment PAYMENT-000473 of ₹671 from account XXXXXXXX2526 was processed on 2025-07-22 with Single validation.
First validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000473
"Payment PAYMENT-000474 of ₹2838 from account XXXXXXXX1613 was processed on 2025-06-30 with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000474
"Payment PAYMENT-000475 of ₹4228 from account XXXXXXXX5460 was processed on 2025-07-13 with Single validation.
First validation completed on 20250712 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000475
"Payment PAYMENT-000476 of ₹5041 from account XXXXXXXX9262 was processed on 2025-07-02 with Dual validation.
First validation completed on 20250701 with outcome: PASSED.
Second validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000476
"Payment PAYMENT-000477 of ₹1475 from account XXXXXXXX8612 was processed on 2025-07-06 with Single validation.
First validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000477
"Payment PAYMENT-000478 of ₹2349 from account XXXXXXXX7951 was processed on 2025-06-26 with Single validation.
First validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000478
"Payment PAYMENT-000479 of ₹794 from account XXXXXXXX5955 was processed on 2025-07-27 with Single validation.
First validation completed on 20250726 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000479
"Payment PAYMENT-000480 of ₹7452 from account XXXXXXXX8356 was processed on 2025-07-25 with Dual validation.
First validation completed on 20250724 with outcome: PASSED.
Second validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000480
"Payment PAYMENT-000481 of ₹9877 from account XXXXXXXX6412 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250622 with outcome: PASSED.
Second validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000481
"Payment PAYMENT-000482 of ₹2867 from account XXXXXXXX4168 was processed on 2025-07-04 with Single validation.
First validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000482
"Payment PAYMENT-000483 of ₹7038 from account XXXXXXXX1703 was processed on 2025-07-28 with Dual validation.
First validation completed on 20250724 with outcome: PASSED.
Second validation completed on 20250723 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000483
"Payment PAYMENT-000484 of ₹6688 from account XXXXXXXX7887 was processed on 2025-06-03 with Dual validation.
First validation completed on 20250530 with outcome: FAILED.
Second validation completed on 20250529 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000484
"Payment PAYMENT-000485 of ₹5672 from account XXXXXXXX9073 was processed on 2025-07-02 with Dual validation.
First validation completed on 20250628 with outcome: PASSED.
Second validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000485
"Payment PAYMENT-000486 of ₹1181 from account XXXXXXXX9853 was processed on 2025-06-10 with Single validation.
First validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000486
"Payment PAYMENT-000487 of ₹603 from account XXXXXXXX8365 was processed on 2025-06-12 with Single validation.
First validation completed on 20250611 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000487
"Payment PAYMENT-000488 of ₹9756 from account XXXXXXXX6562 was processed on 2025-07-29 with Single validation.
First validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000488
"Payment PAYMENT-000489 of ₹8321 from account XXXXXXXX8533 was processed on 2025-06-15 with Dual validation.
First validation completed on 20250612 with outcome: PASSED.
Second validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000489
"Payment PAYMENT-000490 of ₹2088 from account XXXXXXXX4138 was processed on 2025-07-21 with Single validation.
First validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000490
"Payment PAYMENT-000491 of ₹8846 from account XXXXXXXX9391 was processed on 2025-06-05 with Dual validation.
First validation completed on 20250601 with outcome: PASSED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000491
"Payment PAYMENT-000492 of ₹8371 from account XXXXXXXX7705 was processed on 2025-07-26 with Dual validation.
First validation completed on 20250723 with outcome: PASSED.
Second validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000492
"Payment PAYMENT-000493 of ₹2189 from account XXXXXXXX1415 was processed on 2025-07-05 with Single validation.
First validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000493
"Payment PAYMENT-000494 of ₹2141 from account XXXXXXXX8089 was processed on 2025-07-28 with Single validation.
First validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000494
"Payment PAYMENT-000495 of ₹7164 from account XXXXXXXX9649 was processed on 2025-07-07 with Dual validation.
First validation completed on 20250704 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000495
"Payment PAYMENT-000496 of ₹9670 from account XXXXXXXX1095 was processed on 2025-06-25 with Dual validation.
First validation completed on 20250621 with outcome: PASSED.
Second validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000496
"Payment PAYMENT-000497 of ₹3118 from account XXXXXXXX7660 was processed on 2025-07-03 with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000497
"Payment PAYMENT-000498 of ₹1084 from account XXXXXXXX4155 was processed on 2025-06-07 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000498
"Payment PAYMENT-000499 of ₹5029 from account XXXXXXXX7110 was processed on 2025-06-30 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000499
"Payment PAYMENT-000500 of ₹706 from account XXXXXXXX3302 was processed on 2025-06-28 with Single validation.
First validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000500
"Payment PAYMENT-000501 of ₹7862 from account XXXXXXXX4745 was processed on 2025-07-15 with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000501
"Payment PAYMENT-000502 of ₹8751 from account XXXXXXXX8939 was processed on 2025-06-08 with Dual validation.
First validation completed on 20250603 with outcome: PASSED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000502
"Payment PAYMENT-000503 of ₹9132 from account XXXXXXXX2875 was processed on 2025-07-04 with Dual validation.
First validation completed on 20250702 with outcome: PASSED.
Second validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000503
"Payment PAYMENT-000504 of ₹8272 from account XXXXXXXX7622 was processed on 2025-06-18 with Dual validation.
First validation completed on 20250613 with outcome: PASSED.
Second validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000504
"Payment PAYMENT-000505 of ₹3867 from account XXXXXXXX2308 was processed on 2025-07-14 with Single validation.
First validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000505
"Payment PAYMENT-000506 of ₹2329 from account XXXXXXXX4783 was processed on 2025-06-08 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000506
"Payment PAYMENT-000507 of ₹6531 from account XXXXXXXX4581 was processed on 2025-06-26 with Dual validation.
First validation completed on 20250625 with outcome: PASSED.
Second validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000507
"Payment PAYMENT-000508 of ₹9917 from account XXXXXXXX1710 was processed on 2025-07-18 with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000508
"Payment PAYMENT-000509 of ₹4147 from account XXXXXXXX9591 was processed on 2025-06-08 with Single validation.
First validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000509
"Payment PAYMENT-000510 of ₹3215 from account XXXXXXXX7416 was processed on 2025-07-16 with Single validation.
First validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000510
"Payment PAYMENT-000511 of ₹9151 from account XXXXXXXX5877 was processed on 2025-07-17 with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250712 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000511
"Payment PAYMENT-000512 of ₹6382 from account XXXXXXXX8562 was processed on 2025-06-11 with Dual validation.
First validation completed on 20250607 with outcome: PASSED.
Second validation completed on 20250605 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000512
"Payment PAYMENT-000513 of ₹6656 from account XXXXXXXX7616 was processed on 2025-06-16 with Dual validation.
First validation completed on 20250614 with outcome: PASSED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000513
"Payment PAYMENT-000514 of ₹5758 from account XXXXXXXX5154 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250721 with outcome: PASSED.
Second validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000514
"Payment PAYMENT-000515 of ₹9289 from account XXXXXXXX2028 was processed on 2025-06-21 with Dual validation.
First validation completed on 20250618 with outcome: PASSED.
Second validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000515
"Payment PAYMENT-000516 of ₹3231 from account XXXXXXXX7230 was processed on 2025-07-23 with Single validation.
First validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000516
"Payment PAYMENT-000517 of ₹920 from account XXXXXXXX5102 was processed on 2025-07-01 with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000517
"Payment PAYMENT-000518 of ₹9876 from account XXXXXXXX5365 was processed on 2025-07-09 with Dual validation.
First validation completed on 20250707 with outcome: PASSED.
Second validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000518
"Payment PAYMENT-000519 of ₹7859 from account XXXXXXXX3666 was processed on 2025-06-08 with Dual validation.
First validation completed on 20250606 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000519
"Payment PAYMENT-000520 of ₹4069 from account XXXXXXXX4164 was processed on 2025-07-25 with Single validation.
First validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000520
"Payment PAYMENT-000521 of ₹2393 from account XXXXXXXX3006 was processed on 2025-06-07 with Single validation.
First validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000521
"Payment PAYMENT-000522 of ₹2840 from account XXXXXXXX2445 was processed on 2025-06-12 with Single validation.
First validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000522
