prompt,Payment ID,Sentiment_Result,Sentiment_Label,Sentiment_Score
"Payment PAYMENT-000495 of ₹7164 from account XXXXXXXX9649 was processed on 2025-07-07 with Dual validation.
First validation completed on 20250704 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000495,"{'label': 'LABEL_0', 'score': 0.529}",LABEL_0,0.529
"Payment PAYMENT-000496 of ₹9670 from account XXXXXXXX1095 was processed on 2025-06-25 with Dual validation.
First validation completed on 20250621 with outcome: PASSED.
Second validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000496,"{'label': 'LABEL_1', 'score': 0.515}",LABEL_1,0.515
"Payment PAYMENT-000497 of ₹3118 from account XXXXXXXX7660 was processed on 2025-07-03 with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000497,"{'label': 'LABEL_0', 'score': 0.662}",LABEL_0,0.662
"Payment PAYMENT-000498 of ₹1084 from account XXXXXXXX4155 was processed on 2025-06-07 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000498,"{'label': 'LABEL_0', 'score': 0.681}",LABEL_0,0.681
"Payment PAYMENT-000499 of ₹5029 from account XXXXXXXX7110 was processed on 2025-06-30 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000499,"{'label': 'LABEL_1', 'score': 0.533}",LABEL_1,0.533
"Payment PAYMENT-000500 of ₹706 from account XXXXXXXX3302 was processed on 2025-06-28 with Single validation.
First validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000500,"{'label': 'LABEL_0', 'score': 0.653}",LABEL_0,0.653
"Payment PAYMENT-000501 of ₹7862 from account XXXXXXXX4745 was processed on 2025-07-15 with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000501,"{'label': 'LABEL_0', 'score': 0.508}",LABEL_0,0.508
"Payment PAYMENT-000502 of ₹8751 from account XXXXXXXX8939 was processed on 2025-06-08 with Dual validation.
First validation completed on 20250603 with outcome: PASSED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000502,"{'label': 'LABEL_0', 'score': 0.563}",LABEL_0,0.563
"Payment PAYMENT-000503 of ₹9132 from account XXXXXXXX2875 was processed on 2025-07-04 with Dual validation.
First validation completed on 20250702 with outcome: PASSED.
Second validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000503,"{'label': 'LABEL_1', 'score': 0.528}",LABEL_1,0.528
"Payment PAYMENT-000504 of ₹8272 from account XXXXXXXX7622 was processed on 2025-06-18 with Dual validation.
First validation completed on 20250613 with outcome: PASSED.
Second validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000504,"{'label': 'LABEL_0', 'score': 0.524}",LABEL_0,0.524
"Payment PAYMENT-000505 of ₹3867 from account XXXXXXXX2308 was processed on 2025-07-14 with Single validation.
First validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000505,"{'label': 'LABEL_0', 'score': 0.665}",LABEL_0,0.665
"Payment PAYMENT-000506 of ₹2329 from account XXXXXXXX4783 was processed on 2025-06-08 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000506,"{'label': 'LABEL_0', 'score': 0.644}",LABEL_0,0.644
"Payment PAYMENT-000507 of ₹6531 from account XXXXXXXX4581 was processed on 2025-06-26 with Dual validation.
First validation completed on 20250625 with outcome: PASSED.
Second validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000507,"{'label': 'LABEL_1', 'score': 0.537}",LABEL_1,0.537
"Payment PAYMENT-000508 of ₹9917 from account XXXXXXXX1710 was processed on 2025-07-18 with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000508,"{'label': 'LABEL_0', 'score': 0.673}",LABEL_0,0.673
"Payment PAYMENT-000509 of ₹4147 from account XXXXXXXX9591 was processed on 2025-06-08 with Single validation.
First validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000509,"{'label': 'LABEL_0', 'score': 0.686}",LABEL_0,0.686
"Payment PAYMENT-000510 of ₹3215 from account XXXXXXXX7416 was processed on 2025-07-16 with Single validation.
First validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000510,"{'label': 'LABEL_0', 'score': 0.556}",LABEL_0,0.556
"Payment PAYMENT-000511 of ₹9151 from account XXXXXXXX5877 was processed on 2025-07-17 with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250712 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000511,"{'label': 'LABEL_1', 'score': 0.509}",LABEL_1,0.509
"Payment PAYMENT-000512 of ₹6382 from account XXXXXXXX8562 was processed on 2025-06-11 with Dual validation.
First validation completed on 20250607 with outcome: PASSED.
Second validation completed on 20250605 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000512,"{'label': 'LABEL_0', 'score': 0.579}",LABEL_0,0.579
"Payment PAYMENT-000513 of ₹6656 from account XXXXXXXX7616 was processed on 2025-06-16 with Dual validation.
First validation completed on 20250614 with outcome: PASSED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000513,"{'label': 'LABEL_0', 'score': 0.595}",LABEL_0,0.595
"Payment PAYMENT-000514 of ₹5758 from account XXXXXXXX5154 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250721 with outcome: PASSED.
Second validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000514,"{'label': 'LABEL_1', 'score': 0.539}",LABEL_1,0.539
"Payment PAYMENT-000515 of ₹9289 from account XXXXXXXX2028 was processed on 2025-06-21 with Dual validation.
First validation completed on 20250618 with outcome: PASSED.
Second validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000515,"{'label': 'LABEL_0', 'score': 0.562}",LABEL_0,0.562
"Payment PAYMENT-000516 of ₹3231 from account XXXXXXXX7230 was processed on 2025-07-23 with Single validation.
First validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000516,"{'label': 'LABEL_0', 'score': 0.589}",LABEL_0,0.589
"Payment PAYMENT-000517 of ₹920 from account XXXXXXXX5102 was processed on 2025-07-01 with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000517,"{'label': 'LABEL_0', 'score': 0.675}",LABEL_0,0.675
"Payment PAYMENT-000518 of ₹9876 from account XXXXXXXX5365 was processed on 2025-07-09 with Dual validation.
First validation completed on 20250707 with outcome: PASSED.
Second validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000518,"{'label': 'LABEL_0', 'score': 0.562}",LABEL_0,0.562
"Payment PAYMENT-000519 of ₹7859 from account XXXXXXXX3666 was processed on 2025-06-08 with Dual validation.
First validation completed on 20250606 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000519,"{'label': 'LABEL_0', 'score': 0.622}",LABEL_0,0.622
"Payment PAYMENT-000520 of ₹4069 from account XXXXXXXX4164 was processed on 2025-07-25 with Single validation.
First validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000520,"{'label': 'LABEL_0', 'score': 0.614}",LABEL_0,0.614
"Payment PAYMENT-000521 of ₹2393 from account XXXXXXXX3006 was processed on 2025-06-07 with Single validation.
First validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000521,"{'label': 'LABEL_0', 'score': 0.569}",LABEL_0,0.569
"Payment PAYMENT-000522 of ₹2840 from account XXXXXXXX2445 was processed on 2025-06-12 with Single validation.
First validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000522,"{'label': 'LABEL_0', 'score': 0.7}",LABEL_0,0.7
"Payment PAYMENT-000523 of ₹9365 from account XXXXXXXX2397 was processed on 2025-06-30 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000523,"{'label': 'LABEL_1', 'score': 0.547}",LABEL_1,0.547
"Payment PAYMENT-000524 of ₹7864 from account XXXXXXXX8965 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250720 with outcome: PASSED.
Second validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000524,"{'label': 'LABEL_0', 'score': 0.537}",LABEL_0,0.537
"Payment PAYMENT-000525 of ₹8467 from account XXXXXXXX9376 was processed on 2025-07-02 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000525,"{'label': 'LABEL_0', 'score': 0.576}",LABEL_0,0.576
"Payment PAYMENT-000526 of ₹9197 from account XXXXXXXX6507 was processed on 2025-07-12 with Dual validation.
First validation completed on 20250711 with outcome: PASSED.
Second validation completed on 20250710 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000526,"{'label': 'LABEL_0', 'score': 0.599}",LABEL_0,0.599
"Payment PAYMENT-000527 of ₹2315 from account XXXXXXXX3343 was processed on 2025-06-25 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000527,"{'label': 'LABEL_0', 'score': 0.548}",LABEL_0,0.548
"Payment PAYMENT-000528 of ₹5834 from account XXXXXXXX7145 was processed on 2025-07-26 with Dual validation.
First validation completed on 20250724 with outcome: PASSED.
Second validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000528,"{'label': 'LABEL_1', 'score': 0.514}",LABEL_1,0.514
"Payment PAYMENT-000529 of ₹7053 from account XXXXXXXX9319 was processed on 2025-07-20 with Dual validation.
First validation completed on 20250715 with outcome: PASSED.
Second validation completed on 20250713 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000529,"{'label': 'LABEL_0', 'score': 0.523}",LABEL_0,0.523
"Payment PAYMENT-000530 of ₹9816 from account XXXXXXXX9552 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250723 with outcome: PASSED.
Second validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000530,"{'label': 'LABEL_1', 'score': 0.522}",LABEL_1,0.522
"Payment PAYMENT-000531 of ₹7228 from account XXXXXXXX3514 was processed on 2025-07-13 with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000531,"{'label': 'LABEL_1', 'score': 0.506}",LABEL_1,0.506
"Payment PAYMENT-000532 of ₹9535 from account XXXXXXXX2189 was processed on 2025-06-06 with Dual validation.
First validation completed on 20250601 with outcome: FAILED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000532,"{'label': 'LABEL_0', 'score': 0.555}",LABEL_0,0.555
"Payment PAYMENT-000533 of ₹3844 from account XXXXXXXX2028 was processed on 2025-07-20 with Single validation.
First validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000533,"{'label': 'LABEL_0', 'score': 0.678}",LABEL_0,0.678
"Payment PAYMENT-000534 of ₹5590 from account XXXXXXXX1119 was processed on 2025-07-04 with Dual validation.
First validation completed on 20250701 with outcome: FAILED.
Second validation completed on 20250629 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000534,"{'label': 'LABEL_0', 'score': 0.597}",LABEL_0,0.597
"Payment PAYMENT-000535 of ₹655 from account XXXXXXXX7462 was processed on 2025-06-26 with Single validation.
First validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000535,"{'label': 'LABEL_0', 'score': 0.598}",LABEL_0,0.598
"Payment PAYMENT-000536 of ₹1954 from account XXXXXXXX6951 was processed on 2025-07-19 with Single validation.
First validation completed on 20250715 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000536,"{'label': 'LABEL_0', 'score': 0.572}",LABEL_0,0.572
"Payment PAYMENT-000537 of ₹3459 from account XXXXXXXX5628 was processed on 2025-06-08 with Single validation.
First validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000537,"{'label': 'LABEL_0', 'score': 0.702}",LABEL_0,0.702
"Payment PAYMENT-000538 of ₹3617 from account XXXXXXXX1634 was processed on 2025-07-13 with Single validation.
First validation completed on 20250708 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000538,"{'label': 'LABEL_0', 'score': 0.641}",LABEL_0,0.641
"Payment PAYMENT-000539 of ₹6912 from account XXXXXXXX1324 was processed on 2025-07-14 with Dual validation.
First validation completed on 20250711 with outcome: PASSED.
Second validation completed on 20250708 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000539,"{'label': 'LABEL_1', 'score': 0.51}",LABEL_1,0.51
"Payment PAYMENT-000540 of ₹807 from account XXXXXXXX5339 was processed on 2025-06-25 with Single validation.
First validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000540,"{'label': 'LABEL_0', 'score': 0.714}",LABEL_0,0.714
"Payment PAYMENT-000541 of ₹1378 from account XXXXXXXX2158 was processed on 2025-07-25 with Single validation.
First validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000541,"{'label': 'LABEL_0', 'score': 0.513}",LABEL_0,0.513
"Payment PAYMENT-000542 of ₹5574 from account XXXXXXXX4024 was processed on 2025-06-23 with Dual validation.
First validation completed on 20250620 with outcome: PASSED.
Second validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000542,"{'label': 'LABEL_0', 'score': 0.575}",LABEL_0,0.575
"Payment PAYMENT-000543 of ₹3463 from account XXXXXXXX1240 was processed on 2025-06-06 with Single validation.
First validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000543,"{'label': 'LABEL_0', 'score': 0.598}",LABEL_0,0.598
"Payment PAYMENT-000544 of ₹4412 from account XXXXXXXX8269 was processed on 2025-06-08 with Single validation.
First validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000544,"{'label': 'LABEL_0', 'score': 0.652}",LABEL_0,0.652
"Payment PAYMENT-000545 of ₹7102 from account XXXXXXXX7657 was processed on 2025-07-21 with Dual validation.
First validation completed on 20250720 with outcome: PASSED.
Second validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000545,"{'label': 'LABEL_1', 'score': 0.5}",LABEL_1,0.5
"Payment PAYMENT-000546 of ₹2584 from account XXXXXXXX2175 was processed on 2025-07-09 with Single validation.
First validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000546,"{'label': 'LABEL_0', 'score': 0.606}",LABEL_0,0.606
"Payment PAYMENT-000547 of ₹3890 from account XXXXXXXX9954 was processed on 2025-07-09 with Single validation.
First validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000547,"{'label': 'LABEL_0', 'score': 0.586}",LABEL_0,0.586
"Payment PAYMENT-000548 of ₹8541 from account XXXXXXXX4097 was processed on 2025-06-20 with Dual validation.
First validation completed on 20250616 with outcome: PASSED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000548,"{'label': 'LABEL_1', 'score': 0.514}",LABEL_1,0.514
"Payment PAYMENT-000549 of ₹716 from account XXXXXXXX4516 was processed on 2025-06-30 with Single validation.
First validation completed on 20250626 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000549,"{'label': 'LABEL_0', 'score': 0.669}",LABEL_0,0.669
"Payment PAYMENT-000550 of ₹1720 from account XXXXXXXX2866 was processed on 2025-06-21 with Single validation.
First validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000550,"{'label': 'LABEL_0', 'score': 0.672}",LABEL_0,0.672
"Payment PAYMENT-000551 of ₹759 from account XXXXXXXX4614 was processed on 2025-07-30 with Single validation.
First validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000551,"{'label': 'LABEL_0', 'score': 0.619}",LABEL_0,0.619
"Payment PAYMENT-000552 of ₹4813 from account XXXXXXXX5376 was processed on 2025-07-27 with Single validation.
First validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000552,"{'label': 'LABEL_0', 'score': 0.631}",LABEL_0,0.631
"Payment PAYMENT-000553 of ₹8232 from account XXXXXXXX2792 was processed on 2025-06-13 with Dual validation.
First validation completed on 20250608 with outcome: PASSED.
Second validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000553,"{'label': 'LABEL_1', 'score': 0.521}",LABEL_1,0.521
"Payment PAYMENT-000554 of ₹1935 from account XXXXXXXX4236 was processed on 2025-07-24 with Single validation.
First validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000554,"{'label': 'LABEL_0', 'score': 0.64}",LABEL_0,0.64
"Payment PAYMENT-000555 of ₹6441 from account XXXXXXXX3765 was processed on 2025-06-26 with Dual validation.
First validation completed on 20250625 with outcome: PASSED.
Second validation completed on 20250623 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000555,"{'label': 'LABEL_0', 'score': 0.568}",LABEL_0,0.568
"Payment PAYMENT-000556 of ₹3311 from account XXXXXXXX4847 was processed on 2025-07-10 with Single validation.
First validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000556,"{'label': 'LABEL_0', 'score': 0.66}",LABEL_0,0.66
"Payment PAYMENT-000557 of ₹3460 from account XXXXXXXX3117 was processed on 2025-07-06 with Single validation.
First validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000557,"{'label': 'LABEL_0', 'score': 0.673}",LABEL_0,0.673
"Payment PAYMENT-000558 of ₹8829 from account XXXXXXXX2179 was processed on 2025-06-22 with Dual validation.
First validation completed on 20250621 with outcome: PASSED.
Second validation completed on 20250620 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000558,"{'label': 'LABEL_1', 'score': 0.507}",LABEL_1,0.507
"Payment PAYMENT-000559 of ₹6368 from account XXXXXXXX4152 was processed on 2025-06-29 with Dual validation.
First validation completed on 20250624 with outcome: PASSED.
Second validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000559,"{'label': 'LABEL_1', 'score': 0.535}",LABEL_1,0.535
"Payment PAYMENT-000560 of ₹5920 from account XXXXXXXX7924 was processed on 2025-06-12 with Dual validation.
First validation completed on 20250611 with outcome: PASSED.
Second validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000560,"{'label': 'LABEL_0', 'score': 0.588}",LABEL_0,0.588
"Payment PAYMENT-000561 of ₹9442 from account XXXXXXXX8855 was processed on 2025-06-21 with Dual validation.
First validation completed on 20250619 with outcome: PASSED.
Second validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000561,"{'label': 'LABEL_0', 'score': 0.557}",LABEL_0,0.557
"Payment PAYMENT-000562 of ₹9417 from account XXXXXXXX9768 was processed on 2025-07-15 with Dual validation.
First validation completed on 20250711 with outcome: PASSED.
Second validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000562,"{'label': 'LABEL_0', 'score': 0.572}",LABEL_0,0.572
"Payment PAYMENT-000563 of ₹8915 from account XXXXXXXX7689 was processed on 2025-07-24 with Single validation.
First validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000563,"{'label': 'LABEL_0', 'score': 0.583}",LABEL_0,0.583
"Payment PAYMENT-000564 of ₹2671 from account XXXXXXXX2917 was processed on 2025-07-27 with Single validation.
First validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000564,"{'label': 'LABEL_0', 'score': 0.606}",LABEL_0,0.606
"Payment PAYMENT-000565 of ₹3597 from account XXXXXXXX4460 was processed on 2025-07-02 with Single validation.
First validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000565,"{'label': 'LABEL_0', 'score': 0.661}",LABEL_0,0.661
"Payment PAYMENT-000566 of ₹9048 from account XXXXXXXX1985 was processed on 2025-06-07 with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000566,"{'label': 'LABEL_0', 'score': 0.668}",LABEL_0,0.668
"Payment PAYMENT-000567 of ₹6578 from account XXXXXXXX9403 was processed on 2025-07-05 with Dual validation.
First validation completed on 20250701 with outcome: PASSED.
Second validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000567,"{'label': 'LABEL_0', 'score': 0.612}",LABEL_0,0.612
"Payment PAYMENT-000568 of ₹6810 from account XXXXXXXX6867 was processed on 2025-07-04 with Dual validation.
First validation completed on 20250703 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000568,"{'label': 'LABEL_0', 'score': 0.659}",LABEL_0,0.659
"Payment PAYMENT-000569 of ₹8585 from account XXXXXXXX4812 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250623 with outcome: PASSED.
Second validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000569,"{'label': 'LABEL_1', 'score': 0.522}",LABEL_1,0.522
"Payment PAYMENT-000570 of ₹1971 from account XXXXXXXX7348 was processed on 2025-06-16 with Single validation.
First validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000570,"{'label': 'LABEL_0', 'score': 0.704}",LABEL_0,0.704
"Payment PAYMENT-000571 of ₹9528 from account XXXXXXXX8149 was processed on 2025-07-02 with Dual validation.
First validation completed on 20250701 with outcome: PASSED.
Second validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000571,"{'label': 'LABEL_0', 'score': 0.561}",LABEL_0,0.561
