prompt,Payment ID,NER_Entities,NER_Overlay
"Payment PAYMENT-000493 of ₹2189 from account XXXXXXXX1415 was processed on 2025-07-05 with Single validation.
First validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000493,"[{'text': 'PAYMENT-000493', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹2189', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX1415', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-05', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000493|] of [₹2189|] from account [XXXXXXXX1415|] was processed on [2025-07-05|] with Single validation.
First validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000494 of ₹2141 from account XXXXXXXX8089 was processed on 2025-07-28 with Single validation.
First validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000494,"[{'text': 'PAYMENT-000494', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹2141', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX8089', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-28', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000494|] of [₹2141|] from account [XXXXXXXX8089|] was processed on [2025-07-28|] with Single validation.
First validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000495 of ₹7164 from account XXXXXXXX9649 was processed on 2025-07-07 with Dual validation.
First validation completed on 20250704 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000495,"[{'text': 'PAYMENT-000495', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹7164', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX9649', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-07', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000495|] of [₹7164|] from account [XXXXXXXX9649|] was processed on [2025-07-07|] with Dual validation.
First validation completed on 20250704 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000496 of ₹9670 from account XXXXXXXX1095 was processed on 2025-06-25 with Dual validation.
First validation completed on 20250621 with outcome: PASSED.
Second validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000496,"[{'text': 'PAYMENT-000496', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹9670', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX1095', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-25', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000496|] of [₹9670|] from account [XXXXXXXX1095|] was processed on [2025-06-25|] with Dual validation.
First validation completed on 20250621 with outcome: PASSED.
Second validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000497 of ₹3118 from account XXXXXXXX7660 was processed on 2025-07-03 with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000497,"[{'text': 'PAYMENT-000497', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹3118', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX7660', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-03', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000497|] of [₹3118|] from account [XXXXXXXX7660|] was processed on [2025-07-03|] with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000498 of ₹1084 from account XXXXXXXX4155 was processed on 2025-06-07 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000498,"[{'text': 'PAYMENT-000498', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹1084', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX4155', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-07', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000498|] of [₹1084|] from account [XXXXXXXX4155|] was processed on [2025-06-07|] with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000499 of ₹5029 from account XXXXXXXX7110 was processed on 2025-06-30 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000499,"[{'text': 'PAYMENT-000499', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹5029', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX7110', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-30', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000499|] of [₹5029|] from account [XXXXXXXX7110|] was processed on [2025-06-30|] with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000500 of ₹706 from account XXXXXXXX3302 was processed on 2025-06-28 with Single validation.
First validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000500,"[{'text': 'PAYMENT-000500', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹706', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 30}, {'text': 'XXXXXXXX3302', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 44, 'end': 56}, {'text': '2025-06-28', 'label': 'DATE', 'score': np.float32(0.999), 'start': 74, 'end': 84}]","Payment [PAYMENT-000500|] of [₹706|] from account [XXXXXXXX3302|] was processed on [2025-06-28|] with Single validation.
First validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000501 of ₹7862 from account XXXXXXXX4745 was processed on 2025-07-15 with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000501,"[{'text': 'PAYMENT-000501', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹7862', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX4745', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-15', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000501|] of [₹7862|] from account [XXXXXXXX4745|] was processed on [2025-07-15|] with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000502 of ₹8751 from account XXXXXXXX8939 was processed on 2025-06-08 with Dual validation.
First validation completed on 20250603 with outcome: PASSED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000502,"[{'text': 'PAYMENT-000502', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹8751', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX8939', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-08', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000502|] of [₹8751|] from account [XXXXXXXX8939|] was processed on [2025-06-08|] with Dual validation.
First validation completed on 20250603 with outcome: PASSED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000503 of ₹9132 from account XXXXXXXX2875 was processed on 2025-07-04 with Dual validation.
First validation completed on 20250702 with outcome: PASSED.
Second validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000503,"[{'text': 'PAYMENT-000503', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹9132', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX2875', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-04', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000503|] of [₹9132|] from account [XXXXXXXX2875|] was processed on [2025-07-04|] with Dual validation.
First validation completed on 20250702 with outcome: PASSED.
Second validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000504 of ₹8272 from account XXXXXXXX7622 was processed on 2025-06-18 with Dual validation.
First validation completed on 20250613 with outcome: PASSED.
Second validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000504,"[{'text': 'PAYMENT-000504', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹8272', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX7622', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-18', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000504|] of [₹8272|] from account [XXXXXXXX7622|] was processed on [2025-06-18|] with Dual validation.
First validation completed on 20250613 with outcome: PASSED.
Second validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000505 of ₹3867 from account XXXXXXXX2308 was processed on 2025-07-14 with Single validation.
First validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000505,"[{'text': 'PAYMENT-000505', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹3867', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX2308', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-14', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000505|] of [₹3867|] from account [XXXXXXXX2308|] was processed on [2025-07-14|] with Single validation.
First validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000506 of ₹2329 from account XXXXXXXX4783 was processed on 2025-06-08 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000506,"[{'text': 'PAYMENT-000506', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹2329', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX4783', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-08', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000506|] of [₹2329|] from account [XXXXXXXX4783|] was processed on [2025-06-08|] with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000507 of ₹6531 from account XXXXXXXX4581 was processed on 2025-06-26 with Dual validation.
First validation completed on 20250625 with outcome: PASSED.
Second validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000507,"[{'text': 'PAYMENT-000507', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹6531', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX4581', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-26', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000507|] of [₹6531|] from account [XXXXXXXX4581|] was processed on [2025-06-26|] with Dual validation.
First validation completed on 20250625 with outcome: PASSED.
Second validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000508 of ₹9917 from account XXXXXXXX1710 was processed on 2025-07-18 with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000508,"[{'text': 'PAYMENT-000508', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹9917', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX1710', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-18', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000508|] of [₹9917|] from account [XXXXXXXX1710|] was processed on [2025-07-18|] with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000509 of ₹4147 from account XXXXXXXX9591 was processed on 2025-06-08 with Single validation.
First validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000509,"[{'text': 'PAYMENT-000509', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹4147', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX9591', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-08', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000509|] of [₹4147|] from account [XXXXXXXX9591|] was processed on [2025-06-08|] with Single validation.
First validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000510 of ₹3215 from account XXXXXXXX7416 was processed on 2025-07-16 with Single validation.
First validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000510,"[{'text': 'PAYMENT-000510', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹3215', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX7416', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-16', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000510|] of [₹3215|] from account [XXXXXXXX7416|] was processed on [2025-07-16|] with Single validation.
First validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000511 of ₹9151 from account XXXXXXXX5877 was processed on 2025-07-17 with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250712 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000511,"[{'text': 'PAYMENT-000511', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹9151', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX5877', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-17', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000511|] of [₹9151|] from account [XXXXXXXX5877|] was processed on [2025-07-17|] with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250712 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000512 of ₹6382 from account XXXXXXXX8562 was processed on 2025-06-11 with Dual validation.
First validation completed on 20250607 with outcome: PASSED.
Second validation completed on 20250605 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000512,"[{'text': 'PAYMENT-000512', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹6382', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX8562', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-11', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000512|] of [₹6382|] from account [XXXXXXXX8562|] was processed on [2025-06-11|] with Dual validation.
First validation completed on 20250607 with outcome: PASSED.
Second validation completed on 20250605 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000513 of ₹6656 from account XXXXXXXX7616 was processed on 2025-06-16 with Dual validation.
First validation completed on 20250614 with outcome: PASSED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000513,"[{'text': 'PAYMENT-000513', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹6656', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX7616', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-16', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000513|] of [₹6656|] from account [XXXXXXXX7616|] was processed on [2025-06-16|] with Dual validation.
First validation completed on 20250614 with outcome: PASSED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000514 of ₹5758 from account XXXXXXXX5154 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250721 with outcome: PASSED.
Second validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000514,"[{'text': 'PAYMENT-000514', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹5758', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX5154', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-24', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000514|] of [₹5758|] from account [XXXXXXXX5154|] was processed on [2025-07-24|] with Dual validation.
First validation completed on 20250721 with outcome: PASSED.
Second validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000515 of ₹9289 from account XXXXXXXX2028 was processed on 2025-06-21 with Dual validation.
First validation completed on 20250618 with outcome: PASSED.
Second validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000515,"[{'text': 'PAYMENT-000515', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹9289', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX2028', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-21', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000515|] of [₹9289|] from account [XXXXXXXX2028|] was processed on [2025-06-21|] with Dual validation.
First validation completed on 20250618 with outcome: PASSED.
Second validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000516 of ₹3231 from account XXXXXXXX7230 was processed on 2025-07-23 with Single validation.
First validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000516,"[{'text': 'PAYMENT-000516', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹3231', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX7230', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-23', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000516|] of [₹3231|] from account [XXXXXXXX7230|] was processed on [2025-07-23|] with Single validation.
First validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000517 of ₹920 from account XXXXXXXX5102 was processed on 2025-07-01 with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000517,"[{'text': 'PAYMENT-000517', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹920', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 30}, {'text': 'XXXXXXXX5102', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 44, 'end': 56}, {'text': '2025-07-01', 'label': 'DATE', 'score': np.float32(0.999), 'start': 74, 'end': 84}]","Payment [PAYMENT-000517|] of [₹920|] from account [XXXXXXXX5102|] was processed on [2025-07-01|] with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000518 of ₹9876 from account XXXXXXXX5365 was processed on 2025-07-09 with Dual validation.
First validation completed on 20250707 with outcome: PASSED.
Second validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000518,"[{'text': 'PAYMENT-000518', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹9876', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX5365', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-09', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000518|] of [₹9876|] from account [XXXXXXXX5365|] was processed on [2025-07-09|] with Dual validation.
First validation completed on 20250707 with outcome: PASSED.
Second validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000519 of ₹7859 from account XXXXXXXX3666 was processed on 2025-06-08 with Dual validation.
First validation completed on 20250606 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000519,"[{'text': 'PAYMENT-000519', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹7859', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX3666', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-08', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000519|] of [₹7859|] from account [XXXXXXXX3666|] was processed on [2025-06-08|] with Dual validation.
First validation completed on 20250606 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
