prompt,Payment ID,NER_Entities
"Payment PAYMENT-000514 of ₹7307 from account XXXXXXXX8649 was processed on 2025-07-09 with Dual validation.
First validation completed on 20250706 with outcome: PASSED.
Second validation completed on 20250704 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000514,{}
"Payment PAYMENT-000515 of ₹4833 from account XXXXXXXX9566 was processed on 2025-07-14 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000515,{}
"Payment PAYMENT-000516 of ₹1864 from account XXXXXXXX8453 was processed on 2025-07-31 with Single validation.
First validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000516,{}
"Payment PAYMENT-000517 of ₹7302 from account XXXXXXXX6889 was processed on 2025-07-30 with Dual validation.
First validation completed on 20250727 with outcome: PASSED.
Second validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000517,{}
"Payment PAYMENT-000518 of ₹7472 from account XXXXXXXX3217 was processed on 2025-07-09 with Dual validation.
First validation completed on 20250705 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000518,{}
"Payment PAYMENT-000519 of ₹8558 from account XXXXXXXX4393 was processed on 2025-07-16 with Dual validation.
First validation completed on 20250712 with outcome: PASSED.
Second validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000519,{}
"Payment PAYMENT-000520 of ₹2252 from account XXXXXXXX6643 was processed on 2025-07-26 with Single validation.
First validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000520,{}
"Payment PAYMENT-000521 of ₹6690 from account XXXXXXXX7190 was processed on 2025-06-08 with Dual validation.
First validation completed on 20250603 with outcome: PASSED.
Second validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000521,{}
"Payment PAYMENT-000522 of ₹7364 from account XXXXXXXX9480 was processed on 2025-06-16 with Dual validation.
First validation completed on 20250611 with outcome: PASSED.
Second validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000522,{}
"Payment PAYMENT-000523 of ₹3251 from account XXXXXXXX8714 was processed on 2025-07-12 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000523,{}
"Payment PAYMENT-000524 of ₹5031 from account XXXXXXXX2545 was processed on 2025-06-10 with Dual validation.
First validation completed on 20250607 with outcome: PASSED.
Second validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000524,{}
"Payment PAYMENT-000525 of ₹3722 from account XXXXXXXX6745 was processed on 2025-06-30 with Single validation.
First validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000525,{}
"Payment PAYMENT-000526 of ₹4265 from account XXXXXXXX9050 was processed on 2025-07-14 with Single validation.
First validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000526,{}
"Payment PAYMENT-000527 of ₹4985 from account XXXXXXXX5200 was processed on 2025-07-18 with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000527,{}
"Payment PAYMENT-000528 of ₹7756 from account XXXXXXXX7225 was processed on 2025-06-29 with Dual validation.
First validation completed on 20250624 with outcome: PASSED.
Second validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000528,{}
"Payment PAYMENT-000529 of ₹2325 from account XXXXXXXX9415 was processed on 2025-06-29 with Single validation.
First validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000529,{}
"Payment PAYMENT-000530 of ₹4580 from account XXXXXXXX8098 was processed on 2025-06-11 with Single validation.
First validation completed on 20250610 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000530,{}
"Payment PAYMENT-000531 of ₹4989 from account XXXXXXXX5434 was processed on 2025-07-09 with Single validation.
First validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000531,{}
"Payment PAYMENT-000532 of ₹3468 from account XXXXXXXX5578 was processed on 2025-07-08 with Single validation.
First validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000532,{}
"Payment PAYMENT-000533 of ₹8206 from account XXXXXXXX6530 was processed on 2025-07-23 with Dual validation.
First validation completed on 20250718 with outcome: PASSED.
Second validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000533,{}
"Payment PAYMENT-000534 of ₹3079 from account XXXXXXXX2386 was processed on 2025-06-14 with Single validation.
First validation completed on 20250612 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000534,{}
"Payment PAYMENT-000535 of ₹7915 from account XXXXXXXX4847 was processed on 2025-06-12 with Dual validation.
First validation completed on 20250608 with outcome: PASSED.
Second validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000535,{}
"Payment PAYMENT-000536 of ₹1406 from account XXXXXXXX8120 was processed on 2025-07-10 with Single validation.
First validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000536,{}
"Payment PAYMENT-000537 of ₹5220 from account XXXXXXXX5674 was processed on 2025-06-15 with Dual validation.
First validation completed on 20250613 with outcome: PASSED.
Second validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000537,{}
"Payment PAYMENT-000538 of ₹9418 from account XXXXXXXX1660 was processed on 2025-06-11 with Dual validation.
First validation completed on 20250609 with outcome: PASSED.
Second validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000538,{}
"Payment PAYMENT-000539 of ₹6933 from account XXXXXXXX1598 was processed on 2025-07-22 with Dual validation.
First validation completed on 20250717 with outcome: PASSED.
Second validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000539,{}
"Payment PAYMENT-000540 of ₹9229 from account XXXXXXXX3707 was processed on 2025-07-16 with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000540,{}
"Payment PAYMENT-000541 of ₹8306 from account XXXXXXXX2319 was processed on 2025-07-22 with Dual validation.
First validation completed on 20250718 with outcome: PASSED.
Second validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000541,{}
"Payment PAYMENT-000542 of ₹2609 from account XXXXXXXX1475 was processed on 2025-07-08 with Single validation.
First validation completed on 20250706 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000542,{}
"Payment PAYMENT-000543 of ₹5442 from account XXXXXXXX9119 was processed on 2025-06-03 with Dual validation.
First validation completed on 20250601 with outcome: PASSED.
Second validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000543,{}
"Payment PAYMENT-000544 of ₹282 from account XXXXXXXX8511 was processed on 2025-06-26 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000544,{}
"Payment PAYMENT-000545 of ₹1687 from account XXXXXXXX1676 was processed on 2025-07-25 with Single validation.
First validation completed on 20250720 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000545,{}
"Payment PAYMENT-000546 of ₹6320 from account XXXXXXXX5601 was processed on 2025-06-03 with Dual validation.
First validation completed on 20250529 with outcome: PASSED.
Second validation completed on 20250528 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000546,{}
"Payment PAYMENT-000547 of ₹4795 from account XXXXXXXX7361 was processed on 2025-07-10 with Single validation.
First validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000547,{}
"Payment PAYMENT-000548 of ₹4326 from account XXXXXXXX2293 was processed on 2025-06-12 with Single validation.
First validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000548,{}
"Payment PAYMENT-000549 of ₹2498 from account XXXXXXXX4817 was processed on 2025-07-07 with Single validation.
First validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000549,{}
"Payment PAYMENT-000550 of ₹6099 from account XXXXXXXX2168 was processed on 2025-07-25 with Dual validation.
First validation completed on 20250721 with outcome: PASSED.
Second validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000550,{}
"Payment PAYMENT-000551 of ₹412 from account XXXXXXXX2694 was processed on 2025-06-19 with Single validation.
First validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000551,{}
"Payment PAYMENT-000552 of ₹3596 from account XXXXXXXX7187 was processed on 2025-06-13 with Single validation.
First validation completed on 20250612 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000552,{}
"Payment PAYMENT-000553 of ₹9345 from account XXXXXXXX6526 was processed on 2025-06-04 with Dual validation.
First validation completed on 20250531 with outcome: PASSED.
Second validation completed on 20250528 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000553,{}
"Payment PAYMENT-000554 of ₹5935 from account XXXXXXXX3382 was processed on 2025-06-21 with Dual validation.
First validation completed on 20250618 with outcome: PASSED.
Second validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000554,{}
"Payment PAYMENT-000555 of ₹4890 from account XXXXXXXX9747 was processed on 2025-07-29 with Single validation.
First validation completed on 20250728 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000555,{}
"Payment PAYMENT-000556 of ₹2732 from account XXXXXXXX5284 was processed on 2025-07-18 with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000556,{}
"Payment PAYMENT-000557 of ₹6368 from account XXXXXXXX8017 was processed on 2025-07-17 with Dual validation.
First validation completed on 20250712 with outcome: PASSED.
Second validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000557,{}
"Payment PAYMENT-000558 of ₹2985 from account XXXXXXXX9420 was processed on 2025-07-15 with Single validation.
First validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000558,{}
"Payment PAYMENT-000559 of ₹8711 from account XXXXXXXX6884 was processed on 2025-06-04 with Dual validation.
First validation completed on 20250531 with outcome: PASSED.
Second validation completed on 20250529 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000559,{}
"Payment PAYMENT-000560 of ₹7229 from account XXXXXXXX3629 was processed on 2025-07-22 with Dual validation.
First validation completed on 20250718 with outcome: PASSED.
Second validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000560,{}
"Payment PAYMENT-000561 of ₹5095 from account XXXXXXXX5674 was processed on 2025-07-16 with Dual validation.
First validation completed on 20250715 with outcome: PASSED.
Second validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000561,{}
"Payment PAYMENT-000562 of ₹7724 from account XXXXXXXX6690 was processed on 2025-07-29 with Dual validation.
First validation completed on 20250728 with outcome: PASSED.
Second validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000562,{}
"Payment PAYMENT-000563 of ₹3809 from account XXXXXXXX6105 was processed on 2025-06-17 with Single validation.
First validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000563,{}
"Payment PAYMENT-000564 of ₹767 from account XXXXXXXX3547 was processed on 2025-06-27 with Single validation.
First validation completed on 20250626 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000564,{}
"Payment PAYMENT-000565 of ₹1487 from account XXXXXXXX3853 was processed on 2025-07-13 with Single validation.
First validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000565,{}
"Payment PAYMENT-000566 of ₹6086 from account XXXXXXXX7017 was processed on 2025-07-30 with Dual validation.
First validation completed on 20250725 with outcome: FAILED.
Second validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000566,{}
"Payment PAYMENT-000567 of ₹4506 from account XXXXXXXX4355 was processed on 2025-06-17 with Single validation.
First validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000567,{}
"Payment PAYMENT-000568 of ₹5437 from account XXXXXXXX5628 was processed on 2025-07-06 with Dual validation.
First validation completed on 20250703 with outcome: PASSED.
Second validation completed on 20250701 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000568,{}
"Payment PAYMENT-000569 of ₹6408 from account XXXXXXXX6755 was processed on 2025-06-11 with Dual validation.
First validation completed on 20250606 with outcome: PASSED.
Second validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000569,{}
"Payment PAYMENT-000570 of ₹3235 from account XXXXXXXX4834 was processed on 2025-07-10 with Single validation.
First validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000570,{}
"Payment PAYMENT-000571 of ₹5655 from account XXXXXXXX3970 was processed on 2025-07-23 with Dual validation.
First validation completed on 20250719 with outcome: PASSED.
Second validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000571,{}
"Payment PAYMENT-000572 of ₹7905 from account XXXXXXXX4666 was processed on 2025-07-07 with Dual validation.
First validation completed on 20250703 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000572,{}
"Payment PAYMENT-000573 of ₹5400 from account XXXXXXXX6405 was processed on 2025-06-23 with Dual validation.
First validation completed on 20250620 with outcome: PASSED.
Second validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000573,{}
"Payment PAYMENT-000574 of ₹2801 from account XXXXXXXX9636 was processed on 2025-07-01 with Single validation.
First validation completed on 20250626 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000574,{}
"Payment PAYMENT-000575 of ₹2539 from account XXXXXXXX3360 was processed on 2025-06-06 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000575,{}
"Payment PAYMENT-000576 of ₹5061 from account XXXXXXXX5231 was processed on 2025-06-17 with Dual validation.
First validation completed on 20250616 with outcome: PASSED.
Second validation completed on 20250614 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000576,{}
"Payment PAYMENT-000577 of ₹5116 from account XXXXXXXX3801 was processed on 2025-06-11 with Dual validation.
First validation completed on 20250610 with outcome: PASSED.
Second validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000577,{}
"Payment PAYMENT-000578 of ₹6906 from account XXXXXXXX8855 was processed on 2025-06-06 with Dual validation.
First validation completed on 20250602 with outcome: PASSED.
Second validation completed on 20250601 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000578,{}
"Payment PAYMENT-000579 of ₹8519 from account XXXXXXXX4628 was processed on 2025-07-21 with Dual validation.
First validation completed on 20250718 with outcome: PASSED.
Second validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000579,{}
"Payment PAYMENT-000580 of ₹8125 from account XXXXXXXX5771 was processed on 2025-06-05 with Dual validation.
First validation completed on 20250604 with outcome: PASSED.
Second validation completed on 20250602 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000580,{}
"Payment PAYMENT-000581 of ₹9265 from account XXXXXXXX7681 was processed on 2025-06-25 with Dual validation.
First validation completed on 20250621 with outcome: PASSED.
Second validation completed on 20250620 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000581,{}
"Payment PAYMENT-000582 of ₹6702 from account XXXXXXXX5975 was processed on 2025-06-07 with Dual validation.
First validation completed on 20250604 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000582,{}
"Payment PAYMENT-000583 of ₹1703 from account XXXXXXXX9593 was processed on 2025-06-25 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000583,{}
"Payment PAYMENT-000584 of ₹9577 from account XXXXXXXX7442 was processed on 2025-06-25 with Dual validation.
First validation completed on 20250624 with outcome: PASSED.
Second validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000584,{}
"Payment PAYMENT-000585 of ₹2955 from account XXXXXXXX8297 was processed on 2025-07-17 with Single validation.
First validation completed on 20250715 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000585,{}
"Payment PAYMENT-000586 of ₹6138 from account XXXXXXXX2251 was processed on 2025-07-11 with Dual validation.
First validation completed on 20250706 with outcome: PASSED.
Second validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000586,{}
"Payment PAYMENT-000587 of ₹5556 from account XXXXXXXX2455 was processed on 2025-07-01 with Dual validation.
First validation completed on 20250630 with outcome: PASSED.
Second validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000587,{}
"Payment PAYMENT-000588 of ₹5455 from account XXXXXXXX7367 was processed on 2025-06-14 with Dual validation.
First validation completed on 20250613 with outcome: PASSED.
Second validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000588,{}
"Payment PAYMENT-000589 of ₹2908 from account XXXXXXXX2431 was processed on 2025-07-18 with Single validation.
First validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000589,{}
"Payment PAYMENT-000590 of ₹4995 from account XXXXXXXX5217 was processed on 2025-06-03 with Single validation.
First validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000590,{}
"Payment PAYMENT-000591 of ₹6383 from account XXXXXXXX3665 was processed on 2025-07-02 with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000591,{}
"Payment PAYMENT-000592 of ₹2617 from account XXXXXXXX8724 was processed on 2025-07-09 with Single validation.
First validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000592,{}
"Payment PAYMENT-000593 of ₹3129 from account XXXXXXXX7031 was processed on 2025-07-28 with Single validation.
First validation completed on 20250727 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000593,{}
"Payment PAYMENT-000594 of ₹9663 from account XXXXXXXX8902 was processed on 2025-06-27 with Dual validation.
First validation completed on 20250623 with outcome: FAILED.
Second validation completed on 20250620 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000594,{}
"Payment PAYMENT-000595 of ₹7330 from account XXXXXXXX8111 was processed on 2025-06-29 with Dual validation.
First validation completed on 20250627 with outcome: PASSED.
Second validation completed on 20250626 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000595,{}
"Payment PAYMENT-000596 of ₹8167 from account XXXXXXXX9240 was processed on 2025-07-08 with Dual validation.
First validation completed on 20250703 with outcome: PASSED.
Second validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000596,{}
"Payment PAYMENT-000597 of ₹3117 from account XXXXXXXX4634 was processed on 2025-06-28 with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000597,{}
"Payment PAYMENT-000598 of ₹7835 from account XXXXXXXX2308 was processed on 2025-06-23 with Dual validation.
First validation completed on 20250618 with outcome: PASSED.
Second validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000598,{}
"Payment PAYMENT-000599 of ₹8692 from account XXXXXXXX7473 was processed on 2025-06-13 with Dual validation.
First validation completed on 20250610 with outcome: PASSED.
Second validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000599,{}
"Payment PAYMENT-000600 of ₹7366 from account XXXXXXXX6699 was processed on 2025-06-02 with Dual validation.
First validation completed on 20250530 with outcome: PASSED.
Second validation completed on 20250528 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000600,{}
"Payment PAYMENT-000601 of ₹522 from account XXXXXXXX2998 was processed on 2025-06-15 with Single validation.
First validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000601,{}
"Payment PAYMENT-000602 of ₹1508 from account XXXXXXXX7082 was processed on 2025-07-01 with Single validation.
First validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000602,{}
"Payment PAYMENT-000603 of ₹544 from account XXXXXXXX7347 was processed on 2025-06-27 with Single validation.
First validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000603,{}
"Payment PAYMENT-000604 of ₹6166 from account XXXXXXXX9353 was processed on 2025-06-01 with Dual validation.
First validation completed on 20250529 with outcome: PASSED.
Second validation completed on 20250526 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000604,{}
"Payment PAYMENT-000605 of ₹9408 from account XXXXXXXX4446 was processed on 2025-07-12 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000605,{}
"Payment PAYMENT-000606 of ₹3671 from account XXXXXXXX9459 was processed on 2025-07-23 with Single validation.
First validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000606,{}
"Payment PAYMENT-000607 of ₹4404 from account XXXXXXXX9850 was processed on 2025-07-01 with Single validation.
First validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000607,{}
